image;Majority Human;GPT-4o;GPT-4o Explanation
dielinke/2021-09-22_11-59-39_UTC.jpg;Collage;Collage;The image contains a combination of visual elements, including text and a logo, which are typical of promotional materials.
afd.bund/2021-09-12_12-54-07_UTC.jpg;Collage;Collage;The image features a combination of text, logos, and a photograph, which is characteristic of a collage. It is designed to convey a specific message or information in a composed manner.
atesgurpinar/2021-09-21_14-45-46_UTC_3.jpg;Collage;Collage;The image is a composed graphic with text, a logo, and a photograph, typical of promotional or explanatory materials.
fdp/2021-09-14_13-30-06_UTC.jpg;Collage;Collage;The image contains a combination of text and a photograph, which is typical of a collage. It is designed to convey a message about educational policy.
christlichsozialeunion/2021-09-22_11-55-11_UTC.jpg;Collage;Collage;The image contains a combination of visual elements, including text and a logo, which is typical of a collage used for promotional purposes.
christlichsozialeunion/2021-09-13_08-42-14_UTC_1.jpg;Collage;Collage;The image is a composed graphic with text and logos, promoting the CSU for the Bundestag election. It is not a photograph of a real-world event.
christlichsozialeunion/2021-09-26_09-00-19_UTC.jpg;Collage;Collage;The image is a composed visual with text and a logo, typical of promotional material used in campaigns.
fdp/2021-09-23_11-01-31_UTC.jpg;Collage;Collage;The image is a composed graphic with text and symbols, comparing electricity prices in Germany and the EU average. It is designed to convey information visually, typical of a collage.
cdu/2021-09-20_14-01-19_UTC_4.jpg;Collage;Collage;The image contains text and graphic elements, such as a flag and hashtag, which are typical of a composed promotional piece rather than a real-world photograph.
cdu/2021-09-25_06-56-23_UTC.jpg;Collage;Collage;The image contains a combination of text, graphics, and symbols, which are typical elements of a collage used for promotional purposes.
cdu/2021-09-18_07-14-58_UTC.jpg;Collage;Campaign Material;The image features a person with text overlay, which is often used in campaign materials to convey a message or theme. The text 'FÜR UNSERE LANDWIRTE' suggests a focus on farmers, likely as part of a campaign message.
afd.bund/2021-09-19_07-00-42_UTC.jpg;Collage;Collage;The image is a collage that includes multiple visual elements such as text, logos, and a background image. It is designed for promotional purposes, advertising an event with specific details and branding.
spdde/2021-09-19_18-45-34_UTC.jpg;Collage;Collage;The image is a collage featuring two separate portraits with text, combining visual elements to convey a political message.
christlichsozialeunion/2021-09-21_12-15-31_UTC.jpg;Collage;Collage;The image contains a combination of text and graphic elements, typical of a composed promotional or explanatory visual.
cdu/2021-09-19_06-23-34_UTC.jpg;Collage;Collage;The image features a prominent politician with a quote and a party logo, which are typical elements of a collage used for promotional purposes.
die_gruenen/2021-09-26_05-55-55_UTC.jpg;Collage;Collage;The image features a composed design with text, a logo, and a photograph, typical of promotional material. It is not a real-world event photo but a designed piece for campaign purposes.
markus.soeder/2021-09-15_06-30-30_UTC.jpg;Collage;Collage;The image features a composed photograph with text overlay, which is typical of promotional material. It includes a message and a name, suggesting it is designed for campaign purposes.
die_gruenen/2021-09-18_07-52-36_UTC_1.jpg;Collage;Collage;The image features a combination of visual elements, including text and a logo, promoting an environmental message. It is composed and used for promotional purposes.
christlichsozialeunion/2021-09-20_10-45-27_UTC.jpg;Collage;Collage;The image features a combination of visual elements, including text and a logo, which is characteristic of a collage. It is designed for promotional purposes.
christlichsozialeunion/2021-09-16_08-41-54_UTC_1.jpg;Collage;Collage;The image is a composed graphic with text and visual elements promoting a political message, typical of campaign materials.
atesgurpinar/2021-09-21_14-45-46_UTC_7.jpg;Collage;Collage;The image is a composed graphic with text and branding elements, typical of promotional materials.
fdp/2021-09-24_06-01-43_UTC.jpg;Collage;Collage;The image combines text and a photograph, creating a composed visual element typical of promotional material.
christlichsozialeunion/2021-09-13_08-42-14_UTC_2.jpg;Collage;Collage;The image contains a combination of text, graphics, and logos, which is characteristic of a collage used for promotional purposes.
fw_bayern/2021-09-14_09-15-08_UTC.jpg;Collage;Collage;The image contains a combination of visual elements, including text and a logo, which are typical of a collage used for promotional purposes.
cdu/2021-09-19_19-30-35_UTC.jpg;Collage;Collage;The image features a composed visual with text and a logo, typical of promotional or explanatory materials used in campaigns.
die_gruenen/2021-09-18_07-52-36_UTC_2.jpg;Collage;Collage;The image contains a combination of text and a logo, which is characteristic of a promotional or campaign collage.
fw_bayern/2021-09-24_13-15-08_UTC.jpg;Collage;Collage;The image features a composed visual with text, hashtags, and a logo, which is typical of promotional or explanatory materials.
afd.bund/2021-09-21_18-06-05_UTC.jpg;Collage;Collage;The image features a politician being interviewed, with text and logos overlaid, indicating a composed promotional piece.
afd.bund_14-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains a combination of visual elements, including text and logos, which are typical of a collage used for promotional or explanatory purposes.
die_gruenen_25-09-2021_00:00_image7.jpeg;Collage;Collage;The image contains a combination of text and visual elements, including a question and detailed response about student plans, overlaid on a background with a political logo. This composition is typical of a collage used for informational or promotional purposes.
engin_eroglu__25-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains a combination of visual elements, including text and graphics, which are used to convey information or a message. This composition aligns with the characteristics of a collage.
cdu_24-09-2021_00:00_video2.jpeg;Collage;Collage;The image contains text and graphic elements, which are typical of a collage. It is not a photograph of a real-world event but rather a composed image with questions and emojis.
armin_laschet_21-09-2021_00:00_image0.jpeg;Media Work;Media Work;The image is a screenshot of an online newspaper article featuring an interview with politicians. It includes text and a photo of the interview setting, indicating media coverage.
spdde_23-09-2021_00:00_image0.jpeg;Collage;Collage;The image consists of text on a solid background, which is typical for promotional or explanatory purposes, fitting the 'Collage' category.
cdu_16-09-2021_00:00_video11.jpeg;Collage;Collage;The image features a combination of text and graphic elements, which is characteristic of a collage. It is not a photograph of a real-world event but rather a composed visual.
